ï»¿Informe de alerta de HP SiteScope - Tabla
"Monitor","Tipo","Estado","Mensaje","Fecha","Grupo",
"CPU s5vpapattbd01","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com brenda.corona@imss.gob.mx guillermo.acosta@imss.gob.mx susana.apaseo@imss.gob.mx ivette.rodriguezt@imss.gob.mx hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com","20/04/22 12:33 PM","CONT. DE TABLEROS DE CONTROL BIGDATA: Sistema: s5vpapattbd01",
"CPU s5vpapattbd01","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com brenda.corona@imss.gob.mx guillermo.acosta@imss.gob.mx susana.apaseo@imss.gob.mx ivette.rodriguezt@imss.gob.mx hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com","20/04/22 09:33 PM","CONT. DE TABLEROS DE CONTROL BIGDATA: Sistema: s5vpapattbd01",
"CPU s5vpapattbd01","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com brenda.corona@imss.gob.mx guillermo.acosta@imss.gob.mx susana.apaseo@imss.gob.mx ivette.rodriguezt@imss.gob.mx hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com","21/04/22 10:33 AM","CONT. DE TABLEROS DE CONTROL BIGDATA: Sistema: s5vpapattbd01",
"CPU s5vpapsqtbd01","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com brenda.corona@imss.gob.mx guillermo.acosta@imss.gob.mx susana.apaseo@imss.gob.mx ivette.rodriguezt@imss.gob.mx hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com","19/04/22 12:52 PM","CONT. DE TABLEROS DE CONTROL BIGDATA: Sistema: s5vpapsqtbd01",
"CPU sied-db","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com jose.casillasa@imss.gob.mx carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx clara.floresa@imss.gob.mx ivan.ortizv@imss.gob.mx eduardo.barcenas@imss.gob.mx christian.vazquez@imss.gob.mx javier.rodriguez@imss.gob.mx arturo.sanchezr@imss.gob.mx hco-cmi@kionetworks.com hco-ux@kionetworks.com","18/04/22 10:50 AM","SIED -PRD: Sistema: sied-db",
"CPU sied-db","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com jose.casillasa@imss.gob.mx carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx clara.floresa@imss.gob.mx ivan.ortizv@imss.gob.mx eduardo.barcenas@imss.gob.mx christian.vazquez@imss.gob.mx javier.rodriguez@imss.gob.mx arturo.sanchezr@imss.gob.mx hco-cmi@kionetworks.com hco-ux@kionetworks.com","18/04/22 11:30 AM","SIED -PRD: Sistema: sied-db",
"CPU sied-db","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com jose.casillasa@imss.gob.mx carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx clara.floresa@imss.gob.mx ivan.ortizv@imss.gob.mx eduardo.barcenas@imss.gob.mx christian.vazquez@imss.gob.mx javier.rodriguez@imss.gob.mx arturo.sanchezr@imss.gob.mx hco-cmi@kionetworks.com hco-ux@kionetworks.com","18/04/22 01:30 PM","SIED -PRD: Sistema: sied-db",
"CPU sied-db","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com jose.casillasa@imss.gob.mx carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx clara.floresa@imss.gob.mx ivan.ortizv@imss.gob.mx eduardo.barcenas@imss.gob.mx christian.vazquez@imss.gob.mx javier.rodriguez@imss.gob.mx arturo.sanchezr@imss.gob.mx hco-cmi@kionetworks.com hco-ux@kionetworks.com","19/04/22 11:00 AM","SIED -PRD: Sistema: sied-db",
"CPU sied-db","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com jose.casillasa@imss.gob.mx carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx clara.floresa@imss.gob.mx ivan.ortizv@imss.gob.mx eduardo.barcenas@imss.gob.mx christian.vazquez@imss.gob.mx javier.rodriguez@imss.gob.mx arturo.sanchezr@imss.gob.mx hco-cmi@kionetworks.com hco-ux@kionetworks.com","19/04/22 01:40 PM","SIED -PRD: Sistema: sied-db",
"Disponibilidad: s0vpapgfcmo01:AdminServer:7001","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com","21/04/22 07:25 PM","CANAL MOVIL: AppServer_WLs: s0vpapgfcmo01:AdminServer:7001",
"Disponibilidad: s0vpapgfcmo01:AdminServer:7001","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com","21/04/22 07:30 PM","CANAL MOVIL: AppServer_WLs: s0vpapgfcmo01:AdminServer:7001",
"Disponibilidad: s0vpapgfcmo01:AdminServer:7001","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com","21/04/22 07:33 PM","CANAL MOVIL: AppServer_WLs: s0vpapgfcmo01:AdminServer:7001",
"Disponibilidad: s0vpapgfcmo01:AdminServer:7001","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com","21/04/22 07:39 PM","CANAL MOVIL: AppServer_WLs: s0vpapgfcmo01:AdminServer:7001",
"Disponibilidad: s0vpapgfcmo01:AdminServer:7001","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com","21/04/22 07:45 PM","CANAL MOVIL: AppServer_WLs: s0vpapgfcmo01:AdminServer:7001",
"Disponibilidad: s5vpapwlcmw01:AdminServer:7001","Mailto","Pass","hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com israel.breton@imss.gob.mx fausto.diaz@imss.gob.mx benjamin.mercado@softtek.com francisco.figueroa@softtek.com jose.casillasa@imss.gob.mx carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx raul.lopezl@imss.gob.mx antonio.lagos@imss.gob.mx gustavo.marquezc@imss.gob.mx hco-cmi@kionetworks.com","21/04/22 03:35 PM","CITA MEDICA WEB -PRD: AppServer: s5vpapwlcmw01:AdminServer:7001",
"Disponibilidad: s5vpapwlcmw01:AdminServer:7001","Mailto","Pass","hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com israel.breton@imss.gob.mx fausto.diaz@imss.gob.mx benjamin.mercado@softtek.com francisco.figueroa@softtek.com jose.casillasa@imss.gob.mx carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx raul.lopezl@imss.gob.mx antonio.lagos@imss.gob.mx gustavo.marquezc@imss.gob.mx hco-cmi@kionetworks.com","21/04/22 03:40 PM","CITA MEDICA WEB -PRD: AppServer: s5vpapwlcmw01:AdminServer:7001",
"Disponibilidad: s5vpapwlcmw01:AdminServer:7001","Mailto","Pass","hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com israel.breton@imss.gob.mx fausto.diaz@imss.gob.mx benjamin.mercado@softtek.com francisco.figueroa@softtek.com jose.casillasa@imss.gob.mx carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx raul.lopezl@imss.gob.mx antonio.lagos@imss.gob.mx gustavo.marquezc@imss.gob.mx hco-cmi@kionetworks.com","21/04/22 03:43 PM","CITA MEDICA WEB -PRD: AppServer: s5vpapwlcmw01:AdminServer:7001",
"Disponibilidad: s5vpapwlcmw01:AdminServer:7001","Mailto","Pass","hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com israel.breton@imss.gob.mx fausto.diaz@imss.gob.mx benjamin.mercado@softtek.com francisco.figueroa@softtek.com jose.casillasa@imss.gob.mx carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx raul.lopezl@imss.gob.mx antonio.lagos@imss.gob.mx gustavo.marquezc@imss.gob.mx hco-cmi@kionetworks.com","21/04/22 03:49 PM","CITA MEDICA WEB -PRD: AppServer: s5vpapwlcmw01:AdminServer:7001",
"Disponibilidad: s5vpapwlcmw01:AdminServer:7001","Mailto","Pass","hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com israel.breton@imss.gob.mx fausto.diaz@imss.gob.mx benjamin.mercado@softtek.com francisco.figueroa@softtek.com jose.casillasa@imss.gob.mx carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx raul.lopezl@imss.gob.mx antonio.lagos@imss.gob.mx gustavo.marquezc@imss.gob.mx hco-cmi@kionetworks.com","21/04/22 03:55 PM","CITA MEDICA WEB -PRD: AppServer: s5vpapwlcmw01:AdminServer:7001",
"Disponibilidad: s5vpapwlcmw01:AdminServer:7001","Mailto","Pass","hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com israel.breton@imss.gob.mx fausto.diaz@imss.gob.mx benjamin.mercado@softtek.com francisco.figueroa@softtek.com jose.casillasa@imss.gob.mx carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx raul.lopezl@imss.gob.mx antonio.lagos@imss.gob.mx gustavo.marquezc@imss.gob.mx hco-cmi@kionetworks.com","21/04/22 04:01 PM","CITA MEDICA WEB -PRD: AppServer: s5vpapwlcmw01:AdminServer:7001",
"Disponibilidad: s5vpapwlcmw01:AdminServer:7001","Mailto","Pass","hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com israel.breton@imss.gob.mx fausto.diaz@imss.gob.mx benjamin.mercado@softtek.com francisco.figueroa@softtek.com jose.casillasa@imss.gob.mx carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx raul.lopezl@imss.gob.mx antonio.lagos@imss.gob.mx gustavo.marquezc@imss.gob.mx hco-cmi@kionetworks.com","21/04/22 04:07 PM","CITA MEDICA WEB -PRD: AppServer: s5vpapwlcmw01:AdminServer:7001",
"Disponibilidad: s5vpapwlcmw01:AdminServer:7001","Mailto","Pass","hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com israel.breton@imss.gob.mx fausto.diaz@imss.gob.mx benjamin.mercado@softtek.com francisco.figueroa@softtek.com jose.casillasa@imss.gob.mx carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx raul.lopezl@imss.gob.mx antonio.lagos@imss.gob.mx gustavo.marquezc@imss.gob.mx hco-cmi@kionetworks.com","21/04/22 04:13 PM","CITA MEDICA WEB -PRD: AppServer: s5vpapwlcmw01:AdminServer:7001",
"Disponibilidad: s5vpapwlcmw01:AdminServer:7001","Mailto","Pass","hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com israel.breton@imss.gob.mx fausto.diaz@imss.gob.mx benjamin.mercado@softtek.com francisco.figueroa@softtek.com jose.casillasa@imss.gob.mx carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx raul.lopezl@imss.gob.mx antonio.lagos@imss.gob.mx gustavo.marquezc@imss.gob.mx hco-cmi@kionetworks.com","21/04/22 04:19 PM","CITA MEDICA WEB -PRD: AppServer: s5vpapwlcmw01:AdminServer:7001",
"Disponibilidad: s5vpapwlcmw01:AdminServer:7001","Mailto","Pass","hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com israel.breton@imss.gob.mx fausto.diaz@imss.gob.mx benjamin.mercado@softtek.com francisco.figueroa@softtek.com jose.casillasa@imss.gob.mx carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx raul.lopezl@imss.gob.mx antonio.lagos@imss.gob.mx gustavo.marquezc@imss.gob.mx hco-cmi@kionetworks.com","21/04/22 04:25 PM","CITA MEDICA WEB -PRD: AppServer: s5vpapwlcmw01:AdminServer:7001",
"Disponibilidad: s5vpapwlcmw01:AdminServer:7001","Mailto","Pass","hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com israel.breton@imss.gob.mx fausto.diaz@imss.gob.mx benjamin.mercado@softtek.com francisco.figueroa@softtek.com jose.casillasa@imss.gob.mx carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx raul.lopezl@imss.gob.mx antonio.lagos@imss.gob.mx gustavo.marquezc@imss.gob.mx hco-cmi@kionetworks.com","21/04/22 04:31 PM","CITA MEDICA WEB -PRD: AppServer: s5vpapwlcmw01:AdminServer:7001",
"Disponibilidad: s5vpapwlcmw01:AdminServer:7001","Mailto","Pass","hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx sa-dedicated@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com  di.operacion@imss.gob.mx clopezl@kionetworks.com jmendoza@kionetworks.com israel.breton@imss.gob.mx fausto.diaz@imss.gob.mx benjamin.mercado@softtek.com francisco.figueroa@softtek.com jose.casillasa@imss.gob.mx carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx raul.lopezl@imss.gob.mx antonio.lagos@imss.gob.mx gustavo.marquezc@imss.gob.mx hco-cmi@kionetworks.com","21/04/22 04:37 PM","CITA MEDICA WEB -PRD: AppServer: s5vpapwlcmw01:AdminServer:7001",
"Disponibilidad: s5vpapwlspi02:betspi_server01:8001","Mailto","Pass","hco-cmi@kionetworks.com hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx di.operacion@imss.gob.mx luis.margain@imss.gob.mx tania.sanchez@imss.gob.mx francisco.diazpa@imss.gob.mx hp_sa@kionetworks.com","15/04/22 10:10 AM","DPES -PRD: AppServer: s5vpapwlspi02:betspi_server01:8001",
"Disponibilidad: s5vpapwlspi02:betspi_server01:8001","Mailto","Pass","hco-cmi@kionetworks.com hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx di.operacion@imss.gob.mx luis.margain@imss.gob.mx tania.sanchez@imss.gob.mx francisco.diazpa@imss.gob.mx hp_sa@kionetworks.com","15/04/22 10:20 AM","DPES -PRD: AppServer: s5vpapwlspi02:betspi_server01:8001",
"Disponibilidad: s5vpapwlspi02:betspi_server01:8001","Mailto","Pass","hco-cmi@kionetworks.com hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx di.operacion@imss.gob.mx luis.margain@imss.gob.mx tania.sanchez@imss.gob.mx francisco.diazpa@imss.gob.mx hp_sa@kionetworks.com","15/04/22 10:30 AM","DPES -PRD: AppServer: s5vpapwlspi02:betspi_server01:8001",
"Disponibilidad: s5vpapwlspi02:betspi_server01:8001","Mailto","Pass","hco-cmi@kionetworks.com hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx di.operacion@imss.gob.mx luis.margain@imss.gob.mx tania.sanchez@imss.gob.mx francisco.diazpa@imss.gob.mx hp_sa@kionetworks.com","15/04/22 10:50 AM","DPES -PRD: AppServer: s5vpapwlspi02:betspi_server01:8001",
"Disponibilidad: s5vpapwlspi02:betspi_server01:8001","Mailto","Pass","hco-cmi@kionetworks.com hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx di.operacion@imss.gob.mx luis.margain@imss.gob.mx tania.sanchez@imss.gob.mx francisco.diazpa@imss.gob.mx hp_sa@kionetworks.com","15/04/22 11:05 AM","DPES -PRD: AppServer: s5vpapwlspi02:betspi_server01:8001",
"Disponibilidad: s5vpapwlspi02:betspi_server01:8001","Mailto","Pass","hco-cmi@kionetworks.com hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx di.operacion@imss.gob.mx luis.margain@imss.gob.mx tania.sanchez@imss.gob.mx francisco.diazpa@imss.gob.mx hp_sa@kionetworks.com","15/04/22 11:20 AM","DPES -PRD: AppServer: s5vpapwlspi02:betspi_server01:8001",
"Disponibilidad: s5vpapwlspi02:betspi_server01:8001","Mailto","Pass","hco-cmi@kionetworks.com hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx di.operacion@imss.gob.mx luis.margain@imss.gob.mx tania.sanchez@imss.gob.mx francisco.diazpa@imss.gob.mx hp_sa@kionetworks.com","15/04/22 11:55 AM","DPES -PRD: AppServer: s5vpapwlspi02:betspi_server01:8001",
"Disponibilidad: s5vpapwlspi02:betspi_server01:8001","Mailto","Pass","hco-cmi@kionetworks.com hco-mw@kionetworks.com imss.monitoreo@imss.gob.mx di.operacion@imss.gob.mx luis.margain@imss.gob.mx tania.sanchez@imss.gob.mx francisco.diazpa@imss.gob.mx hp_sa@kionetworks.com","15/04/22 12:05 PM","DPES -PRD: AppServer: s5vpapwlspi02:betspi_server01:8001",
