ï»¿Informe de alerta de HP SiteScope - Tabla
"Monitor","Tipo","Estado","Mensaje","Fecha","Grupo",
"CPU s5vpapededtk01","Mailto","Pass","beatriz.oaxaca@imss.gob.mx benjamin.mercado@softtek.com imss.monitoreo@imss.gob.mx di.operacion@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com hp_sa@kionetworks.com hco-ux@kionetworks.com","19/04/22 11:14 PM","EDUTK: Sistema: s5vpapededtk01",
"CPU s5vpapededtk01","Mailto","Pass","beatriz.oaxaca@imss.gob.mx benjamin.mercado@softtek.com imss.monitoreo@imss.gob.mx di.operacion@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com hp_sa@kionetworks.com hco-ux@kionetworks.com","20/04/22 09:14 PM","EDUTK: Sistema: s5vpapededtk01",
"CPU s5vpapededtk01","Mailto","Pass","hugo.olvera@imss.gob.mx ivette.rodriguezt@imss.gob.mx beatriz.oaxaca@imss.gob.mx benjamin.mercado@softtek.com imss.monitoreo@imss.gob.mx di.operacion@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com hp_sa@kionetworks.com hco-ux@kionetworks.com","21/04/22 09:24 PM","EDUTK: Sistema: s5vpapededtk01",
"CPU s5vpapededtk01","Mailto","Pass","beatriz.oaxaca@imss.gob.mx benjamin.mercado@softtek.com imss.monitoreo@imss.gob.mx di.operacion@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com hp_sa@kionetworks.com hco-ux@kionetworks.com","21/04/22 09:35 PM","EDUTK: Sistema: s5vpapededtk01",
"CPU s5vpdbolsiga02","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx di.operacion@imss.gob.mx nancy.duran@imss.gob.mx roberto.tortolero@imss.gob.mx marco.lopezre@imss.gob.mx hco-cmi@kionetworks.com hp_sa@kionetworks.com hco-ux@kionetworks.com alertasdemonitoreo@kionetworks.com","18/04/22 01:00 PM","SICGC-PRD: Sistema: s5vpdbolsiga02",
"CPU s5vpdbolsiga02","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx di.operacion@imss.gob.mx nancy.duran@imss.gob.mx roberto.tortolero@imss.gob.mx marco.lopezre@imss.gob.mx hco-cmi@kionetworks.com hp_sa@kionetworks.com hco-ux@kionetworks.com alertasdemonitoreo@kionetworks.com","18/04/22 01:07 PM","SICGC-PRD: Sistema: s5vpdbolsiga02",
"CPU s5vpdbolsiga02","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx di.operacion@imss.gob.mx nancy.duran@imss.gob.mx roberto.tortolero@imss.gob.mx marco.lopezre@imss.gob.mx hco-cmi@kionetworks.com hp_sa@kionetworks.com hco-ux@kionetworks.com alertasdemonitoreo@kionetworks.com","19/04/22 12:00 PM","SICGC-PRD: Sistema: s5vpdbolsiga02",
"CPU s5vpdbolsiga02","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx di.operacion@imss.gob.mx nancy.duran@imss.gob.mx roberto.tortolero@imss.gob.mx marco.lopezre@imss.gob.mx hco-cmi@kionetworks.com hp_sa@kionetworks.com hco-ux@kionetworks.com alertasdemonitoreo@kionetworks.com","19/04/22 12:01 PM","SICGC-PRD: Sistema: s5vpdbolsiga02",
"CPU s5vpdbolsiga02","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx di.operacion@imss.gob.mx nancy.duran@imss.gob.mx roberto.tortolero@imss.gob.mx marco.lopezre@imss.gob.mx hco-cmi@kionetworks.com hp_sa@kionetworks.com hco-ux@kionetworks.com alertasdemonitoreo@kionetworks.com","19/04/22 12:11 PM","SICGC-PRD: Sistema: s5vpdbolsiga02",
"CPU s5vpdbolsiga02","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx di.operacion@imss.gob.mx nancy.duran@imss.gob.mx roberto.tortolero@imss.gob.mx marco.lopezre@imss.gob.mx hco-cmi@kionetworks.com hp_sa@kionetworks.com hco-ux@kionetworks.com alertasdemonitoreo@kionetworks.com","19/04/22 01:10 PM","SICGC-PRD: Sistema: s5vpdbolsiga02",
"CPU s5vpdbolsiga02","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx di.operacion@imss.gob.mx nancy.duran@imss.gob.mx roberto.tortolero@imss.gob.mx marco.lopezre@imss.gob.mx hco-cmi@kionetworks.com hp_sa@kionetworks.com hco-ux@kionetworks.com alertasdemonitoreo@kionetworks.com","19/04/22 01:40 PM","SICGC-PRD: Sistema: s5vpdbolsiga02",
"CPU s5vpdbolsiga02","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx di.operacion@imss.gob.mx nancy.duran@imss.gob.mx roberto.tortolero@imss.gob.mx marco.lopezre@imss.gob.mx hco-cmi@kionetworks.com hp_sa@kionetworks.com hco-ux@kionetworks.com alertasdemonitoreo@kionetworks.com","19/04/22 02:10 PM","SICGC-PRD: Sistema: s5vpdbolsiga02",
"CPU s5vpdbolsiga02","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx di.operacion@imss.gob.mx nancy.duran@imss.gob.mx roberto.tortolero@imss.gob.mx marco.lopezre@imss.gob.mx hco-cmi@kionetworks.com hp_sa@kionetworks.com hco-ux@kionetworks.com alertasdemonitoreo@kionetworks.com","20/04/22 01:00 PM","SICGC-PRD: Sistema: s5vpdbolsiga02",
"CPU s5vpdbolsiga02","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx di.operacion@imss.gob.mx nancy.duran@imss.gob.mx roberto.tortolero@imss.gob.mx marco.lopezre@imss.gob.mx hco-cmi@kionetworks.com hp_sa@kionetworks.com hco-ux@kionetworks.com alertasdemonitoreo@kionetworks.com","20/04/22 02:10 PM","SICGC-PRD: Sistema: s5vpdbolsiga02",
"CPU s5vpdbolsiga02","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx di.operacion@imss.gob.mx nancy.duran@imss.gob.mx roberto.tortolero@imss.gob.mx marco.lopezre@imss.gob.mx hco-cmi@kionetworks.com hp_sa@kionetworks.com hco-ux@kionetworks.com alertasdemonitoreo@kionetworks.com","21/04/22 12:10 PM","SICGC-PRD: Sistema: s5vpdbolsiga02",
"CPU s5vpdbolsiga02","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx di.operacion@imss.gob.mx nancy.duran@imss.gob.mx roberto.tortolero@imss.gob.mx marco.lopezre@imss.gob.mx hco-cmi@kionetworks.com hp_sa@kionetworks.com hco-ux@kionetworks.com alertasdemonitoreo@kionetworks.com","21/04/22 12:10 PM","SICGC-PRD: Sistema: s5vpdbolsiga02",
"CPU s5vpdbolsiga02","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx di.operacion@imss.gob.mx nancy.duran@imss.gob.mx roberto.tortolero@imss.gob.mx marco.lopezre@imss.gob.mx hco-cmi@kionetworks.com hp_sa@kionetworks.com hco-ux@kionetworks.com alertasdemonitoreo@kionetworks.com","21/04/22 01:20 PM","SICGC-PRD: Sistema: s5vpdbolsiga02",
"CPU s5vpdbolsiga02","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx di.operacion@imss.gob.mx nancy.duran@imss.gob.mx roberto.tortolero@imss.gob.mx marco.lopezre@imss.gob.mx hco-cmi@kionetworks.com hp_sa@kionetworks.com hco-ux@kionetworks.com alertasdemonitoreo@kionetworks.com","21/04/22 01:50 PM","SICGC-PRD: Sistema: s5vpdbolsiga02",
"CPU s5vpdbolsiga02","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx di.operacion@imss.gob.mx nancy.duran@imss.gob.mx roberto.tortolero@imss.gob.mx marco.lopezre@imss.gob.mx hco-cmi@kionetworks.com hp_sa@kionetworks.com hco-ux@kionetworks.com alertasdemonitoreo@kionetworks.com","21/04/22 01:53 PM","SICGC-PRD: Sistema: s5vpdbolsiga02",
"CPU s5vpdbolsiga02","Mailto","Pass","imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx di.operacion@imss.gob.mx nancy.duran@imss.gob.mx roberto.tortolero@imss.gob.mx marco.lopezre@imss.gob.mx hco-cmi@kionetworks.com hp_sa@kionetworks.com hco-ux@kionetworks.com alertasdemonitoreo@kionetworks.com","21/04/22 02:10 PM","SICGC-PRD: Sistema: s5vpdbolsiga02",
"CPU s5vpod09","Mailto","Pass","alertasdemonitoreo@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com di.operacion@imss.gob.mx francisco.diazpa@imss.gob.mx javier.cortesl@imss.gob.mx alertasdemonitoreo@kionetworks.com","16/04/22 10:56 PM","SICI: Sistema: s5vpod09",
"CPU vzapma15","Mailto","Pass","alertasdemonitoreo@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com di.operacion@imss.gob.mx francisco.diazpa@imss.gob.mx javier.cortesl@imss.gob.mx alertasdemonitoreo@kionetworks.com","15/04/22 08:21 PM","OPEN DJ: Sistema: vzapma15",
"CPU vzapma15","Mailto","Pass","alertasdemonitoreo@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com di.operacion@imss.gob.mx francisco.diazpa@imss.gob.mx javier.cortesl@imss.gob.mx alertasdemonitoreo@kionetworks.com","18/04/22 09:51 PM","OPEN DJ: Sistema: vzapma15",
"CPU vzapma15","Mailto","Pass","alertasdemonitoreo@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com di.operacion@imss.gob.mx francisco.diazpa@imss.gob.mx javier.cortesl@imss.gob.mx alertasdemonitoreo@kionetworks.com","19/04/22 09:01 PM","OPEN DJ: Sistema: vzapma15",
"CPU vzapma15","Mailto","Pass","alertasdemonitoreo@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com di.operacion@imss.gob.mx francisco.diazpa@imss.gob.mx javier.cortesl@imss.gob.mx alertasdemonitoreo@kionetworks.com","20/04/22 05:21 AM","OPEN DJ: Sistema: vzapma15",
"CPU vzapmb20","Mailto","Pass","alertasdemonitoreo@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com di.operacion@imss.gob.mx francisco.diazpa@imss.gob.mx javier.cortesl@imss.gob.mx alertasdemonitoreo@kionetworks.com","18/04/22 06:51 AM","OPEN DJ: Sistema: vzapmb20",
"CPU vzapmb20","Mailto","Pass","alertasdemonitoreo@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com di.operacion@imss.gob.mx francisco.diazpa@imss.gob.mx javier.cortesl@imss.gob.mx alertasdemonitoreo@kionetworks.com","19/04/22 06:51 AM","OPEN DJ: Sistema: vzapmb20",
"CPU vzapmb22","SNMPTrap","Pass","Alerta Critical CPU-Trap SiteScope|vzapmb22|CPU vzapmb22|error|% CPU IDLE: 0|vzapmb22|10.255.4.92|1:29 PM 4/15/22","15/04/22 01:29 PM","IMSS DIGITAL: Sistema: vzapmb22",
"CPU vzapmb22","SNMPTrap","Pass","Alerta Good CPU-Trap SiteScope|vzapmb22|CPU vzapmb22|good|% CPU IDLE: 100
status: 0|vzapmb22|10.255.4.92|1:39 PM 4/15/22","15/04/22 01:39 PM","IMSS DIGITAL: Sistema: vzapmb22",
"CPU zaprac1b","Mailto","Pass","alertasdemonitoreo@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com di.operacion@imss.gob.mx francisco.diazpa@imss.gob.mx javier.cortesl@imss.gob.mx alertasdemonitoreo@kionetworks.com","20/04/22 01:50 PM","BD ZONA APLICATIVA PATRONAL: Sistema: zaprac1b",
"CPU zaprac1d","Mailto","Pass","alertasdemonitoreo@kionetworks.com imss.monitoreo@imss.gob.mx francisco.diazpa@imss.gob.mx hco-cmi@kionetworks.com di.operacion@imss.gob.mx francisco.diazpa@imss.gob.mx javier.cortesl@imss.gob.mx alertasdemonitoreo@kionetworks.com","20/04/22 01:52 PM","BD ZONA APLICATIVA PATRONAL: Sistema: zaprac1d",
"Diskgroup %Used","Mailto","Pass","alertasdemonitoreo@kionetworks.com hco-db@kionetworks.com carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx hco-cmi@kionetworks.com hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx","15/04/22 02:20 AM","IDSE: BD: SINDOPR: SINDOPR:Capacidad",
"Diskgroup %Used","Mailto","Pass","alertasdemonitoreo@kionetworks.com hco-db@kionetworks.com carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx hco-cmi@kionetworks.com hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx","15/04/22 04:00 AM","IDSE: BD: SINDOPR: SINDOPR:Capacidad",
"Diskgroup %Used","Mailto","Pass","alertasdemonitoreo@kionetworks.com hco-db@kionetworks.com carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx hco-cmi@kionetworks.com hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx","15/04/22 05:40 AM","IDSE: BD: SINDOPR: SINDOPR:Capacidad",
"Diskgroup %Used","Mailto","Pass","alertasdemonitoreo@kionetworks.com hco-db@kionetworks.com carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx hco-cmi@kionetworks.com hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx","15/04/22 07:20 AM","IDSE: BD: SINDOPR: SINDOPR:Capacidad",
"Diskgroup %Used","Mailto","Pass","alertasdemonitoreo@kionetworks.com hco-db@kionetworks.com carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx hco-cmi@kionetworks.com hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx","15/04/22 09:00 AM","IDSE: BD: SINDOPR: SINDOPR:Capacidad",
"Diskgroup %Used","Mailto","Pass","alertasdemonitoreo@kionetworks.com hco-db@kionetworks.com carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx hco-cmi@kionetworks.com hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx","15/04/22 10:40 AM","IDSE: BD: SINDOPR: SINDOPR:Capacidad",
"Diskgroup %Used","Mailto","Pass","alertasdemonitoreo@kionetworks.com hco-db@kionetworks.com carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx hco-cmi@kionetworks.com hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx","15/04/22 12:20 PM","IDSE: BD: SINDOPR: SINDOPR:Capacidad",
"Diskgroup %Used","Mailto","Pass","alertasdemonitoreo@kionetworks.com hco-db@kionetworks.com carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx hco-cmi@kionetworks.com hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx","15/04/22 02:00 PM","IDSE: BD: SINDOPR: SINDOPR:Capacidad",
"Diskgroup %Used","Mailto","Pass","alertasdemonitoreo@kionetworks.com hco-db@kionetworks.com carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx hco-cmi@kionetworks.com hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx","15/04/22 03:40 PM","IDSE: BD: SINDOPR: SINDOPR:Capacidad",
"Diskgroup %Used","Mailto","Pass","alertasdemonitoreo@kionetworks.com hco-db@kionetworks.com carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx hco-cmi@kionetworks.com hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx","15/04/22 05:20 PM","IDSE: BD: SINDOPR: SINDOPR:Capacidad",
"Diskgroup %Used","Mailto","Pass","alertasdemonitoreo@kionetworks.com hco-db@kionetworks.com carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx hco-cmi@kionetworks.com hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx","15/04/22 07:00 PM","IDSE: BD: SINDOPR: SINDOPR:Capacidad",
"Diskgroup %Used","Mailto","Pass","alertasdemonitoreo@kionetworks.com hco-db@kionetworks.com carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx hco-cmi@kionetworks.com hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx","15/04/22 08:40 PM","IDSE: BD: SINDOPR: SINDOPR:Capacidad",
"Diskgroup %Used","Mailto","Pass","alertasdemonitoreo@kionetworks.com hco-db@kionetworks.com carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx hco-cmi@kionetworks.com hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx","15/04/22 10:20 PM","IDSE: BD: SINDOPR: SINDOPR:Capacidad",
"Diskgroup %Used","Mailto","Pass","alertasdemonitoreo@kionetworks.com hco-db@kionetworks.com carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx hco-cmi@kionetworks.com hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx","16/04/22 12:00 AM","IDSE: BD: SINDOPR: SINDOPR:Capacidad",
"Diskgroup %Used","Mailto","Pass","alertasdemonitoreo@kionetworks.com hco-db@kionetworks.com carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx hco-cmi@kionetworks.com hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx","16/04/22 01:40 AM","IDSE: BD: SINDOPR: SINDOPR:Capacidad",
"Diskgroup %Used","Mailto","Pass","alertasdemonitoreo@kionetworks.com hco-db@kionetworks.com carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx hco-cmi@kionetworks.com hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx","16/04/22 03:20 AM","IDSE: BD: SINDOPR: SINDOPR:Capacidad",
"Diskgroup %Used","Mailto","Pass","alertasdemonitoreo@kionetworks.com hco-db@kionetworks.com carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx hco-cmi@kionetworks.com hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx","16/04/22 05:00 AM","IDSE: BD: SINDOPR: SINDOPR:Capacidad",
"Diskgroup %Used","Mailto","Pass","alertasdemonitoreo@kionetworks.com hco-db@kionetworks.com carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx hco-cmi@kionetworks.com hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx","16/04/22 06:40 AM","IDSE: BD: SINDOPR: SINDOPR:Capacidad",
"Diskgroup %Used","Mailto","Pass","alertasdemonitoreo@kionetworks.com hco-db@kionetworks.com carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx hco-cmi@kionetworks.com hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx","16/04/22 08:20 AM","IDSE: BD: SINDOPR: SINDOPR:Capacidad",
"Diskgroup %Used","Mailto","Pass","alertasdemonitoreo@kionetworks.com hco-db@kionetworks.com carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx hco-cmi@kionetworks.com hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx","16/04/22 10:00 AM","IDSE: BD: SINDOPR: SINDOPR:Capacidad",
"Diskgroup %Used","Mailto","Pass","alertasdemonitoreo@kionetworks.com hco-db@kionetworks.com carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx hco-cmi@kionetworks.com hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx","16/04/22 11:40 AM","IDSE: BD: SINDOPR: SINDOPR:Capacidad",
"Diskgroup %Used","Mailto","Pass","alertasdemonitoreo@kionetworks.com hco-db@kionetworks.com carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx hco-cmi@kionetworks.com hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx","16/04/22 01:20 PM","IDSE: BD: SINDOPR: SINDOPR:Capacidad",
"Diskgroup %Used","Mailto","Pass","alertasdemonitoreo@kionetworks.com hco-db@kionetworks.com carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx hco-cmi@kionetworks.com hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx","16/04/22 03:00 PM","IDSE: BD: SINDOPR: SINDOPR:Capacidad",
"Diskgroup %Used","Mailto","Pass","alertasdemonitoreo@kionetworks.com hco-db@kionetworks.com carlos.ramirezriv@imss.gob.mx di.operacion@imss.gob.mx lucio.gomez@imss.gob.mx hco-cmi@kionetworks.com hco-cmi@kionetworks.com imss.monitoreo@imss.gob.mx","16/04/22 04:40 PM","IDSE: BD: SINDOPR: SINDOPR:Capacidad",
